fila_excel,rang_font,prioritat_excel,url_excel,keyword_excel,idea_excel,categoria,estat,motiu,evidencia,url_objectiu_proposada,estat_assignacio,pendent
263,SEO Ideas!A263:D263,0.60,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,endodòncia a lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: qdq.com. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual) | Semrush 16/09/2026, readback de l’agent principal: modal desat amb URL /periodoncia-endodoncia.html i les dues keywords exactes; taula mostra la URL i endodòncia a lleida, 1 més, en recopilació.",https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,confirmada_readback_semrush,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
264,SEO Ideas!A264:D264,0.60,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,endodòncia a lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.","https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines | Semrush 16/09/2026, readback de l’agent principal: modal desat amb URL /periodoncia-endodoncia.html i les dues keywords exactes; taula mostra la URL i endodòncia a lleida, 1 més, en recopilació.",https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,confirmada_readback_semrush,Cap marcatge afegit; es preserven les ressenyes visibles existents.
265,SEO Ideas!A265:D265,0.60,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,millor clinica dental lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,no_aplica,No s’afegeix millor com una superioritat clínica no acreditada al H1/title. Es conserva una descripció factual de la clínica de Lleida.,"data/landing-pages.js (ca-lleida), h1: Clínica dental a Lleida amb una mirada integral",https://www.estudidentalcarrera.com/clinica-dental-lleida.html,sense_canvi_proposat,La keyword es pot observar sense convertir-la en una afirmació publicitària.
266,SEO Ideas!A266:D266,0.60,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,millor clinica dental lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,no_aplica,No s’afegeix millor com una superioritat clínica no acreditada al H1/title. Es conserva una descripció factual de la clínica de Lleida.,"data/landing-pages.js (ca-lleida), title: Clínica dental a Lleida | Estudi Dental Carrera",https://www.estudidentalcarrera.com/clinica-dental-lleida.html,sense_canvi_proposat,La keyword es pot observar sense convertir-la en una afirmació publicitària.
267,SEO Ideas!A267:D267,0.60,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,millor clinica dental lleida,"Try to acquire backlinks from the following domains: accio.com, docfav.com, qdq.com, bedentalexpert.com, mitjalleida.com, branemarklleida.com, loottis.com, cursabomberslleida.com",backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: accio.com, docfav.com, qdq.com, bedentalexpert.com, mitjalleida.com, branemarklleida.com, loottis.com, cursabomberslleida.com. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual)",https://www.estudidentalcarrera.com/clinica-dental-lleida.html,sense_canvi_proposat,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
268,SEO Ideas!A268:D268,0.60,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,millor clinica dental lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
269,SEO Ideas!A269:D269,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,estetica dental lleida,"Try to acquire backlinks from the following domains: accio.com, latipo.cat, qdq.com, bedentalexpert.com, mitjalleida.com, branemarklleida.com, loottis.com, cursabomberslleida.com, poidata.io",backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: accio.com, latipo.cat, qdq.com, bedentalexpert.com, mitjalleida.com, branemarklleida.com, loottis.com, cursabomberslleida.com, poidata.io. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual)",https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
270,SEO Ideas!A270:D270,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,estetica dental lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
271,SEO Ideas!A271:D271,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,carillas dentales en lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,no_aplica,No es concentra cada keyword secundària al mateix H1/title. Es manté el tema principal de la pàgina i la consulta queda situada en un H2 específic ja existent.,"data/landing-pages.js (es-aesthetic), H2: Carillas dentales en Lleida: composite y cerámica",https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,Es conserva la jerarquia; no s’afirma coincidència exacta al H1/title.
272,SEO Ideas!A272:D272,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,carillas dentales en lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,ja_cobert_actualment,"El title ja associa carilles, estètica dental i Lleida; la variant exacta no és necessària.","data/landing-pages.js (es-aesthetic), title: Estética dental en Lleida: carillas y blanqueamiento | Carrera",https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,Cobertura editorial verificada; no equival a avís tancat per Semrush.
273,SEO Ideas!A273:D273,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,carillas dentales en lleida,"Compared to your rivals, your page has a relatively low word count. Try to increase the length of your page content.",extensio,no_aplica,"No s’amplia text només per igualar el recompte dels rivals. El contingut actual ja tracta blanquejament, comparativa composite/ceràmica, preparació, reparació, manteniment i FAQ.","data/landing-pages.js (es-aesthetic), seccions i comparativa; data/service-enrichment.js",https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,No s’afirma haver igualat el recompte de Semrush; ampliar només si es detecta un dubte real sense resposta.
274,SEO Ideas!A274:D274,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,carillas dentales en lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
275,SEO Ideas!A275:D275,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,blanqueamiento dental lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,no_aplica,No es concentra cada keyword secundària al mateix H1/title. Es manté el tema principal de la pàgina i la consulta queda situada en un H2 específic ja existent.,"data/landing-pages.js (es-aesthetic), H2: Blanqueamiento dental en Lleida: qué puede cambiar",https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,Es conserva la jerarquia; no s’afirma coincidència exacta al H1/title.
276,SEO Ideas!A276:D276,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,blanqueamiento dental lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,ja_cobert_actualment,El title ja inclou blanqueamiento dins estètica dental a Lleida; no cal repetir tots els termes de la keyword.,"data/landing-pages.js (es-aesthetic), title: Estética dental en Lleida: carillas y blanqueamiento | Carrera",https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,Cobertura editorial verificada; no equival a avís tancat per Semrush.
277,SEO Ideas!A277:D277,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,blanqueamiento dental lleida,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,aplicat_ara,La meta d’estètica incorpora explícitament blanqueamiento dental.,"data/landing-pages.js (es-aesthetic), description: Estética dental en Lleida y Tremp: blanqueamiento dental, carillas y composite. Valoramos dientes, encías y mordida antes de proponer cambios.; publicat a cf647af559624ca7710fe825935fcf5e0d80b093, Vercel dpl_Wps2Qnpeh1xw3yKXnSDNZ7iSu8zN READY production; comprovació pública de metadades coincident, 16/09/2026",https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,Nova lectura de Semrush pendent; el canvi ja està publicat i comprovat al web.
278,SEO Ideas!A278:D278,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,blanqueamiento dental lleida,"Try to acquire backlinks from the following domains: totlleida.cat, odontologiaactual.com",backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: totlleida.cat, odontologiaactual.com. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual)",https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
279,SEO Ideas!A279:D279,0.94,https://www.estudidentalcarrera.com/es/estetica-dental.html,blanqueamiento dental lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/estetica-dental.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
